,uuid,date,collar,messagetype,latitude,longitude,trackingState,headingReportingEnabled,headingManagementEnabled,soundDisabled,shockDisabled,soundSuspended,shockSuspended,soundEvent,shockEvent,shockCount,soundCount,shockCountAttempts,soundCountAttempts,shockCountApplied,soundCountApplied,shockCountSuspend,soundCountSuspend,shockCountCumulative,currVoltageMv,lastTxVoltageMv,lastShockVoltageMv,mmuTempDegC,mcuTempDegC,reliable,more,sequence,accuracy,collar_id,Duration,Time_Zone,latitude_utm,longitude_utm,Sum,Flag_Collar_Off,Distance,Rate
41,89937e87-3705-4ef3-9279-0d74e2a70859,2021-07-10 06:01:11+06:00,00007cf2dd1fbfd5,GpsLocationExtIndication,43.9483111,-101.8486515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,26,bfd5,,America/Denver,271410.123,4870077.306,96,Ok,,
213,d60f5fe0-1f17-4e67-a99c-d81eeb50d40a,2021-07-10 06:06:21+06:00,00007cf2dd1fbfd5,GpsLocationExtIndication,43.9480395,-101.8490487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,24,bfd5,5.166666667,America/Denver,271377.2068,4870048.24,103,Ok,43.91274231,8.499240446
379,ef138c20-b513-4c41-b627-a2be06377a77,2021-07-10 06:11:33+06:00,00007cf2dd1fbfd5,GpsLocationExtIndication,43.9481187,-101.8493829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,18,bfd5,5.2,America/Denver,271350.6918,4870057.963,114,Ok,28.2415282,5.431063115
539,b6172943-f49c-49f4-98ed-7f58f0943074,2021-07-10 06:16:43+06:00,00007cf2dd1fbfd5,GpsLocationExtIndication,43.9482212,-101.8486913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,14,bfd5,5.166666667,America/Denver,271406.5843,4870067.431,133,Ok,56.68873371,10.97201298
706,a0cb4fc5-eb54-4f0e-8b36-7623cc2f18dd,2021-07-10 06:21:53+06:00,00007cf2dd1fbfd5,GpsLocationExtIndication,43.9481128,-101.8483328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,7,bfd5,5.166666667,America/Denver,271434.9373,4870054.397,140,Ok,31.20526922,6.039729527
880,07af6739-8514-4995-ac14-74d65ac4cb5a,2021-07-10 06:27:03+06:00,00007cf2dd1fbfd5,GpsLocationExtIndication,43.9482004,-101.8479818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,7,bfd5,5.166666667,America/Denver,271463.4402,4870063.155,151,Ok,29.81787036,5.771200715
1121,19cd1750-2638-47c5-b597-76ceb2e54345,2021-07-10 06:34:47+06:00,00007cf2dd1fbfd5,GpsLocationExtIndication,43.9482014,-101.8470914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,10,bfd5,7.733333333,America/Denver,271534.8965,4870060.799,160,Ok,71.49509744,9.245055704
1289,e94e0ccb-7adc-46e2-8961-25b9cda283e8,2021-07-10 06:39:47+06:00,00007cf2dd1fbfd5,GpsLocationExtIndication,43.9483512,-101.8467459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,1,bfd5,5,America/Denver,271563.1962,4870076.481,169,Ok,32.35415707,6.470831413
1462,ab2a8252-4a63-4c52-8bfa-c73daa59cdcc,2021-07-10 06:44:47+06:00,00007cf2dd1fbfd5,GpsLocationExtIndication,43.9482872,-101.8464015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,4,bfd5,5,America/Denver,271590.5881,4870068.418,176,Ok,28.55376662,5.710753325
1638,9bef2058-7e70-4097-87ee-4d656be38b51,2021-07-10 06:49:47+06:00,00007cf2dd1fbfd5,GpsLocationExtIndication,43.9481695,-101.8464794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,4,bfd5,5,America/Denver,271583.8857,4870055.561,187,Ok,14.49953168,2.899906335
1811,13de9f55-8a52-462b-99a9-942503f00bed,2021-07-10 06:54:48+06:00,00007cf2dd1fbfd5,GpsLocationExtIndication,43.9481656,-101.8464325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,4,bfd5,5.016666667,America/Denver,271587.6344,4870054.998,200,Ok,3.79071552,0.755624356
1982,665aba36-cc7b-489e-9372-57362642e97f,2021-07-10 06:59:48+06:00,00007cf2dd1fbfd5,GpsLocationExtIndication,43.9480378,-101.846728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,4,bfd5,5,America/Denver,271563.4313,4870041.621,217,Ok,27.65363372,5.530726744
2165,08e6430c-da20-436c-bbe7-b9d8c3766ed7,2021-07-10 07:05:33+06:00,00007cf2dd1fbfd5,GpsLocationExtIndication,43.9480624,-101.8474049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,27,bfd5,5.75,America/Denver,271509.2059,4870046.228,234,Ok,54.4207912,9.464485426
