,uuid,date,collar,messagetype,latitude,longitude,trackingState,headingReportingEnabled,headingManagementEnabled,soundDisabled,shockDisabled,soundSuspended,shockSuspended,soundEvent,shockEvent,shockCount,soundCount,shockCountAttempts,soundCountAttempts,shockCountApplied,soundCountApplied,shockCountSuspend,soundCountSuspend,shockCountCumulative,currVoltageMv,lastTxVoltageMv,lastShockVoltageMv,mmuTempDegC,mcuTempDegC,reliable,more,sequence,accuracy,collar_id,Duration,Time_Zone,latitude_utm,longitude_utm,Sum,Flag_Collar_Off,Distance,Rate
346127,af1ba918-866c-47fb-be7a-b579fe75828c,2021-07-18 05:38:49+06:00,00007cf2dd1fb340,GpsLocationExtIndication,43.9499335,-101.8464066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,56,b340,5.05,America/Denver,271596.4887,4870251.29,1600,Flag,3.90259131,0.772790358
346279,f5fffb02-60d7-4d79-bf32-802aab8e18ab,2021-07-18 05:43:52+06:00,00007cf2dd1fb340,GpsLocationExtIndication,43.9499641,-101.8463168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,36,b340,5.05,America/Denver,271603.812,4870254.441,1600,Flag,7.972088373,1.578631361
346421,16fdd75c-cb15-4c4d-b7c6-c77326069ff0,2021-07-18 05:48:55+06:00,00007cf2dd1fb340,GpsLocationExtIndication,43.9500123,-101.8464052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,44,b340,5.05,America/Denver,271596.9031,4870260.039,1600,Flag,8.892470815,1.76088531
346579,2be6ee41-648b-4bc7-904b-705d70cc7e01,2021-07-18 05:54:03+06:00,00007cf2dd1fb340,GpsLocationExtIndication,43.9500271,-101.8463249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,34,b340,5.133333333,America/Denver,271603.4035,4870261.46,1600,Flag,6.654022514,1.296238152
346732,2b7b771f-63d5-4798-85dd-d0e5cbba314f,2021-07-18 05:59:07+06:00,00007cf2dd1fb340,GpsLocationExtIndication,43.9499593,-101.8463729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,25,b340,5.066666667,America/Denver,271599.2919,4870254.063,1600,Flag,8.463597484,1.670446872
346870,ca9906b3-cda6-46ac-a55d-9b1055f7a23d,2021-07-18 06:04:10+06:00,00007cf2dd1fb340,GpsLocationExtIndication,43.9500224,-101.846304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,35,b340,5.05,America/Denver,271605.0626,4870260.881,1600,Flag,8.932223797,1.768757188
347009,156d48c7-9c17-458c-b9a0-aea6e2facf17,2021-07-18 06:09:23+06:00,00007cf2dd1fb340,GpsLocationExtIndication,43.9499997,-101.8463277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,25,b340,5.216666667,America/Denver,271603.0738,4870258.425,1600,Flag,3.160045057,0.605759436
347156,52cf9334-ddda-452f-9088-a746ebd71ad2,2021-07-18 06:14:43+06:00,00007cf2dd1fb340,GpsLocationExtIndication,43.9500273,-101.8462888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,40,b340,5.333333333,America/Denver,271606.3011,4870261.383,1600,Flag,4.377739643,0.820826183
347301,d8ae1f4f-1a44-4525-bdf6-956b8209a514,2021-07-18 06:20:03+06:00,00007cf2dd1fb340,GpsLocationExtIndication,43.9499466,-101.8462912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,12,b340,5.333333333,America/Denver,271605.7992,4870252.426,1600,Flag,8.970915654,1.682046685
347445,a5031e22-5bef-4ba9-bffd-1c2dbea3f814,2021-07-18 06:25:23+06:00,00007cf2dd1fb340,GpsLocationExtIndication,43.9499926,-101.846342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,18,b340,5.333333333,America/Denver,271601.8991,4870257.676,1600,Flag,6.540140347,1.226276315
