,uuid,date,collar,messagetype,latitude,longitude,trackingState,headingReportingEnabled,headingManagementEnabled,soundDisabled,shockDisabled,soundSuspended,shockSuspended,soundEvent,shockEvent,shockCount,soundCount,shockCountAttempts,soundCountAttempts,shockCountApplied,soundCountApplied,shockCountSuspend,soundCountSuspend,shockCountCumulative,currVoltageMv,lastTxVoltageMv,lastShockVoltageMv,mmuTempDegC,mcuTempDegC,reliable,more,sequence,accuracy,collar_id,Duration,Time_Zone,latitude_utm,longitude_utm,Sum,Flag_Collar_Off,Distance,Rate
21,a5c7c810-40e1-4e1e-a814-eb25c56ff322,2021-07-10 06:00:37+06:00,00007cf2dd1fb319,GpsLocationExtIndication,43.9409069,-101.8444918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,7,b319,,America/Denver,271715.5713,4869243.388,300,Ok,,
190,3a8c7ea3-de4f-46f6-b842-752c8c74abce,2021-07-10 06:05:38+06:00,00007cf2dd1fb319,GpsLocationExtIndication,43.9407837,-101.8442455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,1,b319,5.016666667,America/Denver,271734.8669,4869229.022,333,Ok,24.05600465,4.795216873
351,66d69312-78b0-4f83-9772-4b574f137f45,2021-07-10 06:10:38+06:00,00007cf2dd1fb319,GpsLocationExtIndication,43.9407477,-101.8439282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,3,b319,5,America/Denver,271760.1948,4869224.146,370,Ok,25.79306551,5.158613102
381,3dff8231-2809-4d8f-b613-f94a2246e0bb,2021-07-10 06:11:39+06:00,00007cf2dd1fb319,ShockEventExtIndication,43.9407237,-101.8438006,SOUND_REGION,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,4,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,b319,1.016666667,America/Denver,271770.3438,4869221.127,403,Ok,10.58842207,10.41484138
512,405dc252-e1f7-4870-9cf8-13b6b07ff79a,2021-07-10 06:15:38+06:00,00007cf2dd1fb319,GpsLocationExtIndication,43.9407458,-101.844177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,3,b319,3.983333333,America/Denver,271740.2195,4869224.623,422,Ok,30.32654769,7.613359252
675,36a428e5-1c19-4a1b-b24b-92a1d18e9293,2021-07-10 06:20:38+06:00,00007cf2dd1fb319,GpsLocationExtIndication,43.9407522,-101.8443718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,4,b319,5,America/Denver,271724.6098,4869225.873,463,Ok,15.65963666,3.131927331
838,26280d20-d2c4-4912-8101-875096c28d42,2021-07-10 06:25:38+06:00,00007cf2dd1fb319,GpsLocationExtIndication,43.9407514,-101.8446432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,4,b319,5,America/Denver,271702.8248,4869226.535,508,Ok,21.79504405,4.35900881
995,c693705a-e1bf-476e-b961-ebbccbc0b9d1,2021-07-10 06:30:38+06:00,00007cf2dd1fb319,GpsLocationExtIndication,43.9406437,-101.844499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,3,b319,5,America/Denver,271713.9855,4869214.174,535,Ok,16.6543494,3.33086988
1155,8ef1a948-5414-4c67-8ff0-27a89de01be4,2021-07-10 06:35:38+06:00,00007cf2dd1fb319,GpsLocationExtIndication,43.9405903,-101.8441312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,3,b319,5,America/Denver,271743.2998,4869207.225,582,Ok,30.12669778,6.025339557
1322,90a71323-7ad5-4e4e-b379-10c34c8142bd,2021-07-10 06:40:39+06:00,00007cf2dd1fb319,GpsLocationExtIndication,43.9406152,-101.8440706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,4,b319,5.016666667,America/Denver,271748.2588,4869209.823,633,Ok,5.598310529,1.115942298
